打单日期,出货日期,最晚送达日期,单号,发货方名称,发货方地址,发货方联系人,发货方联系电话,起运城市,收货方编号,收货方名称,收货方地址,收货方联系人,收货方联系电话,目的城市,运输方式,配送方式,产品编码,产品名称,产品型号,产品单位,单位体积,单位重量,发货数量,特殊要求,是否需要订单,订单特殊要求,需要预约,若有指定签收人的人名,会出具入库单,入库单需要交给SONY,签收情况,周六是否收货,周日是否收货,收货开始时间,收货结束时间,SONY销售员,SONY销售员联系电话	,SONY销售员上级主管,SONY销售员上级主管电话
2011-8-31 11:09:20,,,9000242532,SAP库,,,,,000000N031,BEIJING Sony Gallery 专用库区,北京市顺义区顺平路六街12号101300,,,北京,卡车装运(补货),,P02606371,软便携包,LCS-SC6//C  CN2,个,0.02,3.68,2,,N,,N,,N,N,,,,,,,,,
2011-8-31 11:09:20,,,9000242532,SAP库,,,,,000000N031,BEIJING Sony Gallery 专用库区,北京市顺义区顺平路六街12号101300,,,北京,卡车装运(补货),,P48892575,数码相机,DSC-W570D/粉CN1,台,0.00,4.18,2,,N,,N,,N,N,,,,,,,,,
2011-8-31 11:09:20,,,9000242532,SAP库,,,,,000000N031,BEIJING Sony Gallery 专用库区,北京市顺义区顺平路六街12号101300,,,北京,卡车装运(补货),,P48890875,数码相机,DSC-WX9/紫  CN1,台,0.00,4.12,2,,N,,N,,N,N,,,,,,,,,
2011-8-31 11:09:20,,,9000242532,SAP库,,,,,000000N031,BEIJING Sony Gallery 专用库区,北京市顺义区顺平路六街12号101300,,,北京,卡车装运(补货),,P48891148,数码相机,DSC-TX100/银CN2,台,0.00,4.17,3,,N,,N,,N,N,,,,,,,,,
2011-8-31 11:09:20,,,9000242532,SAP库,,,,,000000N031,BEIJING Sony Gallery 专用库区,北京市顺义区顺平路六街12号101300,,,北京,卡车装运(补货),,P02611372,软便携包,LCS-CSU/RC  CN2,个,0.00,1.88,2,,N,,N,,N,N,,,,,,,,,
2011-8-31 11:09:20,,,9000242532,SAP库,,,,,000000N031,BEIJING Sony Gallery 专用库区,北京市顺义区顺平路六街12号101300,,,北京,卡车装运(补货),,P02611371,软便携包,LCS-CSU/BC  CN2,个,0.00,1.86,2,,N,,N,,N,N,,,,,,,,,
2011-8-31 11:09:20,,,9000242532,SAP库,,,,,000000N031,BEIJING Sony Gallery 专用库区,北京市顺义区顺平路六街12号101300,,,北京,卡车装运(补货),,P02223573,便携包,LCS-CSX/HC  CN2,个,0.00,1.11,3,,N,,N,,N,N,,,,,,,,,
2011-8-31 11:09:20,,,9000242532,SAP库,,,,,000000N031,BEIJING Sony Gallery 专用库区,北京市顺义区顺平路六街12号101300,,,北京,卡车装运(补货),,P02229271,配件套装,ACC-HDFG    CN2,套,0.00,2.83,4,,N,,N,,N,N,,,,,,,,,
2011-8-31 11:09:20,,,9000242532,SAP库,,,,,000000N031,BEIJING Sony Gallery 专用库区,北京市顺义区顺平路六街12号101300,,,北京,卡车装运(补货),,P02227873,便携软包,LCS-THQ/PIO CN2,个,0.00,1.10,3,,N,,N,,N,N,,,,,,,,,
2011-8-31 11:09:20,,,9000242532,SAP库,,,,,000000N031,BEIJING Sony Gallery 专用库区,北京市顺义区顺平路六街12号101300,,,北京,卡车装运(补货),,P84373676,镜头,SAL50F18//C CN2,只,0.00,2.30,3,,N,,N,,N,N,,,,,,,,,
